sound,button,corr,congruent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,sound_2.started,sound_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_5.started,text_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,back.started,back.stopped,image.started,image.stopped,sound_3.started,sound_3.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,46.567743799998425,None,space,4.774337299997569,46.567743799998425,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
,,,,,,,,,,,,,,51.37411119999888,54.38808159999462,54.354987300001085,None,56.354550219998785,None,1,0.5566002000050503,56.35448170000018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
,,,,,,,,,,,,,,,,,,,,,,,,56.93866949999938,None,2.005303619996994,None,0,0.7210228999974788,58.92083999999886,None,,,,,,,,,,,,,,,,,,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.67071529999521,None,space,1.7803579000028549,59.67071529999521,None,,,,,,,,,,,,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
L.wav,R.png,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.600824699999066,None,62.54095279999456,None,62.53874601999924,None,1,1,1.819972900004359,61.600824699999066,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
L.wav,L.png,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.47980199999438,None,64.47404679999454,None,64.47192391999779,None,1,1,1.443769199999224,63.47980199999438,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
R.wav,R.png,0,1,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.97083059999568,None,65.95706169999903,None,65.95520532000155,None,0,1,1.2886337000018102,64.97083059999568,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
R.wav,L.png,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.30263209999976,None,67.29069170000002,None,67.28858801999668,None,1,0,1.6077489000017522,66.30263209999976,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
R.wav,R.png,0,1,1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.96799610000016,None,68.95694489999732,None,68.95489991999712,None,0,1,1.590910500002792,67.96799610000016,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
L.wav,L.png,1,1,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6167729000008,None,70.60662980000052,None,70.60474761999576,None,1,1,1.4928833000012673,69.6167729000008,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
R.wav,L.png,0,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.17048699999577,None,72.15673229999811,None,72.15455571999992,None,0,1,1.7392285999958403,71.17048699999577,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
L.wav,R.png,1,0,1,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.97100890000002,None,73.95632629999454,None,73.95433211999553,None,1,1,1.8375042000043322,72.97100890000002,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
L.wav,R.png,1,0,2,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.88168939999741,None,75.87303360000078,None,75.8707968199953,None,1,1,1.642276499995205,74.88168939999741,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
R.wav,R.png,0,1,2,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.56843599999411,None,77.55589679999684,None,77.55409322000123,None,0,1,1.4877783999982057,76.56843599999411,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
L.wav,L.png,1,1,2,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.10270799999853,None,79.08926429999701,None,79.08738461999674,None,1,1,1.3386457999949926,78.10270799999853,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
R.wav,L.png,0,0,2,3,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.50233540000045,None,80.48909569999523,None,80.48719031999572,None,1,0,1.3449279999986175,79.50233540000045,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
L.wav,R.png,1,0,3,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.90074050000112,None,81.88897259999794,None,81.88703521999487,None,1,1,1.770044400000188,80.90074050000112,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
R.wav,R.png,0,1,3,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.71733839999797,None,83.70535609999934,None,83.70360491999527,None,0,1,1.6062852000031853,82.71733839999797,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
L.wav,L.png,1,1,3,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.36794920000102,None,85.3553694000002,None,85.3532256199971,None,1,1,1.5031178999997792,84.36794920000102,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
R.wav,L.png,0,0,3,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.91770420000103,None,86.90529189999506,None,86.90324531999723,None,0,1,1.6104549000010593,85.91770420000103,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
L.wav,R.png,1,0,4,0,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.58394530000078,None,88.57181839999976,None,88.56971152000115,None,1,1,1.5718584999995073,87.58394530000078,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
L.wav,L.png,1,1,4,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.19928670000081,None,90.18822259999433,None,90.18626221999803,None,1,1,1.4154343000045628,89.19928670000081,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
R.wav,R.png,0,1,4,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.66703349999443,None,91.65453390000039,None,91.6526296199947,None,0,1,1.3027359999978216,90.66703349999443,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
R.wav,L.png,0,0,4,3,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.01741819999734,None,93.00443149999774,None,93.00256021999594,None,0,1,1.596932200001902,92.01741819999734,None,,001,2021_Apr_22_1422,simon,2021.1.2,59.9959202769131,
